Unnamed: 0,idx,Option,Filing_Date,Trade_Date,Ticker,Company_Name,Insider_Name,Title,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip,source,exchange
0,1,False,2021-11-18,2021-11-17,AVAH,"Aveanna Healthcare Holdings, Inc.",Afshar David,CFO,P - Purchase,7.83,3850.0,23454.0,20.0,29761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
3,4,False,2021-11-18,2021-04-09,CRYM,"Cryomass Technologies, Inc.",Mullin Philip Blair,CFO,P - Purchase,0.0,21999.0,21999.0,New,3908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,YF,
4,5,False,2021-11-18,2021-11-18,FSEA,First Seacoast Bancorp,Donovan Richard M,"SVP, CFO",P - Purchase,9.98,1475.0,15888.0,10.0,14749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
1,2,False,2021-11-18,2021-11-18,KMPH,"Kempharm, Inc",Clifton R. Laduane,"CFO, Secretary, Treasurer",P - Purchase,8.36,510.0,5240.0,11.0,4228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
2,3,False,2021-11-18,2021-11-18,RSLS,Reshape Lifesciences Inc.,Stankovich Thomas,CFO,P - Purchase,1.97,20000.0,370011.0,6.0,40400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
8,9,False,2021-11-17,2021-11-15,III,Information Services Group Inc.,Alfonso Humberto P,"EVP, CFO",P - Purchase,9.17,11000.0,204220.0,6.0,100400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
9,10,False,2021-11-17,2021-11-17,ATHX,"Athersys, Inc ",Macleod Ivor,CFO,P - Purchase,1.21,15000.0,146583.0,11.0,17706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
5,6,False,2021-11-17,2021-11-16,ISPC,Ispecimen Inc.,Curley Tracy,CFO,P - Purchase,5.17,10000.0,10000.0,New,52080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
7,8,False,2021-11-17,2021-11-16,ZDPY,"Zoned Properties, Inc.",McLaren Bryan,"CEO, CFO",P - Purchase,0.0,10338.0,32500.0,47.0,9130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
6,7,False,2021-11-17,2021-11-15,RIVN,"Rivian Automotive, Inc. ",McDonough Claire,CFO,P - Purchase,161.0,2450.0,2450.0,New,191100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
10,11,True,2021-11-16,2021-11-16,MCAGU,Mountain Crest Acquisition Corp. V,Liu Suying,"CEO, CFO, 10%",P - Purchase,10.12,205000.0,1922800.0,12.0,2050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
14,15,False,2021-11-16,2021-11-16,SRLP,Sprague Resources LP,Long David C,CFO,P - Purchase,16.5,5000.0,30050.0,20.0,81250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
15,16,False,2021-11-16,2021-11-16,LCI,Lannett Co Inc,Kozlowski John,"VP of Finance, CFO",P - Purchase,2.05,7000.0,148594.0,5.0,14420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
11,12,False,2021-11-16,2021-11-15,SLNG,"Stabilis Solutions, Inc.",Puhala Andrew Lewis,CFO,P - Purchase,5.75,650.0,6617.0,11.0,3686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
13,14,False,2021-11-16,2021-11-12,TCBX,"Third Coast Bancshares, Inc.",McWhorter Richard J,CFO,P - Purchase,27.0,15000.0,213460.0,8.0,375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
12,13,False,2021-11-16,2021-11-15,TIG,"Trean Insurance Group, Inc.",Vassallo Nicholas J.,CFO,P - Purchase,8.73,1000.0,8953.0,13.0,8450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
16,17,False,2021-11-15,2021-11-12,CDTX,"Cidara Therapeutics, Inc.",Shah Preetam,"CFO, CBO",P - Purchase,1.592,20000.0,20000.0,New,30800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
17,18,False,2021-11-15,2021-11-15,EBS,Emergent Biosolutions Inc.,Lindahl Richard S,"EVP, CFO",P - Purchase,37.51,3000.0,39919.0,8.0,112380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
18,19,False,2021-11-15,2021-11-12,TYME,"Tyme Technologies, Inc.",Porfido Frank L.,CFO,P - Purchase,0.947,10000.0,10000.0,New,9300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
19,20,False,2021-11-15,2021-11-11,ABCL,Abcellera Biologics Inc.,Booth Andrew,CFO,P - Purchase,15.54,67500.0,184459.0,58.0,993130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
20,21,False,2021-11-12,2021-11-12,ASUR,Asure Software Inc,Pence John F,CFO,P - Purchase,8.87,10000.0,20000.0,100.0,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NASDAQ
21,22,False,2021-11-12,2021-11-11,FWRG,"First Watch Restaurant Group, Inc.",Hope H Melville III,"CFO, Treasurer",P - Purchase,19.46,1000.0,1000.0,New,19260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NASDAQ
22,23,False,2021-11-12,2021-11-11,SLVM,Sylvamo Corp,Sims John V,"SVP, CFO",P - Purchase,30.46,21200.0,69141.0,44.0,645752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NYSE
23,24,True,2021-11-12,2021-11-09,EFSC,Enterprise Financial Services Corp,Keene S Turner,"EVP, CFO",P - Purchase,49.1,2000.0,36803.0,6.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NASDAQ
24,25,False,2021-11-12,2021-11-10,AE,"Adams Resources & Energy, Inc.",Ohmart Tracy E,"EVP, CFO",P - Purchase,29.53,200.0,2970.0,7.0,5870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,AMEX
25,26,False,2021-11-10,2021-11-09,PRM,"Perimeter Solutions, Sa",Lederman Barry,CFO,P - Purchase,12.435,196416.0,196416.0,New,1964160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
26,27,False,2021-11-10,2021-11-10,OEC,Orion Engineered Carbons S.A.,Hrivnak Robert G.,"CAO, Interim CFO",P - Purchase,20.01,2500.0,10094.0,33.0,50166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
27,28,False,2021-11-10,2021-11-09,ECOR,"Electrocore, Inc.",Posner Brian M,CFO,P - Purchase,0.9717,10000.0,86555.0,13.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
29,30,False,2021-11-09,2021-11-05,CMTG,"Claros Mortgage Trust, Inc.",McGillis Mike,"Pres, CFO",P - Purchase,16.95,20000.0,145000.0,16.0,373000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
30,31,False,2021-11-09,2021-11-08,GLTO,"Galecto, Inc.",Freve Jonathan,CFO,P - Purchase,3.5,3000.0,8000.0,60.0,10200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
28,29,False,2021-11-09,2021-11-09,SRLP,Sprague Resources LP,Long David C,CFO,P - Purchase,16.8,9000.0,25050.0,56.0,146250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
31,32,False,2021-11-08,2021-11-05,FRLAU,Fortune Rise Acquisition Corp,Ma Yuanmei,CFO,P - Purchase,10.05,18000.0,122000.0,17.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
32,33,False,2021-11-04,2021-11-03,ALIM,Alimera Sciences Inc,Jones John Philip,CFO,P - Purchase,4.5,5000.0,24965.0,25.0,20399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
33,34,False,2021-11-04,2021-11-04,HSC,Harsco Corp,Aga Anshooman,"SVP, CFO",P - Purchase,14.02,2000.0,2000.0,New,27260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
34,35,False,2021-11-04,2021-11-02,PSTV,"Plus Therapeutics, Inc.",Sims Andrew John Hugh Macintyre,CFO,P - Purchase,1.87,1000.0,7230.0,16.0,1864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
35,36,True,2021-11-02,2021-11-01,CFB,"Crossfirst Bankshares, Inc.",Clouse Benjamin R,CFO,P - Purchase,14.65,7400.0,7400.0,New,107226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
36,37,False,2021-11-01,2021-10-28,AUGX,"Augmedix, Inc.",Ginocchio Paul,CFO,P - Purchase,3.8,34000.0,68000.0,100.0,136000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
37,38,False,2021-11-01,2021-10-29,RNR,Renaissancere Holdings Ltd,Qutub Robert,"EVP, CFO",P - Purchase,147.725,3400.0,56746.0,6.0,490087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
38,39,True,2021-10-29,2021-10-28,TPB,"Turning Point Brands, Inc.",Reformina Luis,"SVP, CFO",P - Purchase,37.8,650.0,650.0,New,24681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
39,40,False,2021-10-28,2021-10-26,ARIS,"Aris Water Solutions, Inc.",Schroer Brenda R,CFO,P - Purchase,13.25,15384.0,92308.0,20.0,199992.0,13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
40,41,False,2021-10-27,2021-10-26,PSTV,"Plus Therapeutics, Inc.",Sims Andrew John Hugh Macintyre,CFO,P - Purchase,1.68,2000.0,6230.0,47.0,3339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NASDAQ
41,42,False,2021-10-25,2021-10-25,TCBI,Texas Capital Bancshares Inc,Anderson Julie L,CFO,P - Purchase,60.57,4000.0,70129.0,6.0,241640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NASDAQ
42,43,False,2021-10-21,2021-10-21,ENBP,Enb Financial Corp,Bitner Rachel G,CFO,P - Purchase,0.0,400.0,1614.0,33.0,8872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
43,44,False,2021-10-20,2021-10-19,ETWO,"E2Open Parent Holdings, Inc.",Janik Jarett,CFO,P - Purchase,11.83,6000.0,76720.0,8.0,68935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NYSE
44,45,False,2021-10-14,2021-10-13,CGTX,Cognition Therapeutics Inc,O'Brien James Michael,CFO,P - Purchase,12.0,5000.0,5000.0,New,60000.0,12.04,12.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
45,46,False,2021-10-14,2021-10-12,CLST,"Catalyst Bancorp, Inc.",Codori Jutta,CFO,P - Purchase,13.6,15000.0,15000.0,New,150000.0,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
46,47,True,2021-10-14,2021-10-13,AGRX,Agile Therapeutics Inc,Reilly Dennis,CFO,P - Purchase,0.8005,58824.0,310130.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NASDAQ
47,48,False,2021-10-12,2021-10-07,LGVN,Longeveron Inc.,Clavijo James,"CFO, Treasurer",P - Purchase,3.43,5000.0,79598.0,7.0,16700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NASDAQ
48,49,False,2021-10-07,2021-10-05,INVO,"Invo Bioscience, Inc.",Goren Andrea,CFO,P - Purchase,3.65,30674.0,93883.0,49.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,ALPACA,NASDAQ
49,50,True,2021-09-30,2021-09-28,CWAN,"Clearwater Analytics Holdings, Inc.",Cox James S,CFO,P - Purchase,26.54,1786.0,1786.0,New,32148.0,24.46,23.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.84,-11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
